,loss_1_name,loss_2_name,loss_3_name,loss_4_name,loss_5_name,win_1_name,win_2_name,win_3_name,win_4_name,win_5_name
454,Centaur Warrunner,Rubick,Ogre Magi,Leshrac,Naga Siren,Nature's Prophet,Tusk,Witch Doctor,Riki,Batrider
455,Weaver,Timbersaw,Vengeful Spirit,Phantom Lancer,Nyx Assassin,Oracle,Mars,Skywrath Mage,Silencer,Monkey King
456,Grimstroke,Pangolier,Pugna,Ursa,Storm Spirit,Phoenix,Axe,Oracle,Faceless Void,Kunkka
457,Nature's Prophet,Dragon Knight,Snapfire,Rubick,Necrophos,Mars,Weaver,Witch Doctor,Monkey King,Storm Spirit
458,Mirana,Oracle,Dragon Knight,Beastmaster,Storm Spirit,Mars,Phoenix,Grimstroke,Troll Warlord,Bristleback
459,Shadow Demon,Dragon Knight,Earth Spirit,Shadow Fiend,Venomancer,Grimstroke,Pangolier,Pugna,Monkey King,Phantom Lancer
460,Tusk,Weaver,Witch Doctor,Wraith King,Necrophos,Grimstroke,Mars,Windranger,Troll Warlord,Kunkka
461,Grimstroke,Tusk,Abaddon,Wraith King,Lina,Ember Spirit,Nature's Prophet,Rubick,Underlord,Razor
462,Grimstroke,Riki,Lich,Void Spirit,Brewmaster,Pangolier,Weaver,Pugna,Monkey King,Troll Warlord
463,Dragon Knight,Phoenix,Oracle,Naga Siren,Puck,Pugna,Pangolier,Death Prophet,Alchemist,Grimstroke
464,Phoenix,Pangolier,Winter Wyvern,Phantom Lancer,Kunkka,Mars,Snapfire,Rubick,Riki,Monkey King
465,Pangolier,Shadow Demon,Phantom Lancer,Dazzle,Kunkka,Bane,Mars,Clinkz,Monkey King,Weaver
466,Earthshaker,Jakiro,Beastmaster,Naga Siren,Storm Spirit,Treant Protector,Bane,Clockwerk,Phantom Lancer,Leshrac
467,Tusk,Chen,Enigma,Morphling,Lycan,Grimstroke,Void Spirit,Monkey King,Venomancer,Bounty Hunter
468,Snapfire,Earth Spirit,Pangolier,Lone Druid,Slark,Phoenix,Batrider,Windranger,Bristleback,Ursa
469,Phoenix,Lycan,Grimstroke,Storm Spirit,Earthshaker,Vengeful Spirit,Mirana,Pangolier,Bloodseeker,Visage
470,Oracle,Void Spirit,Rubick,Huskar,Axe,Beastmaster,Earthshaker,Enchantress,Anti-Mage,Lina
471,Death Prophet,Oracle,Dark Willow,Morphling,Riki,Ember Spirit,Keeper of the Light,Clockwerk,Pangolier,Templar Assassin
472,Dragon Knight,Enchantress,Enigma,Clockwerk,Terrorblade,Vengeful Spirit,Luna,Earthshaker,Batrider,Razor
473,Oracle,Death Prophet,Enigma,Void Spirit,Broodmother,Earthshaker,Ancient Apparition,Queen of Pain,Doom,Spectre
474,Earth Spirit,Weaver,Oracle,Troll Warlord,Invoker,Phoenix,Axe,Vengeful Spirit,Razor,Bloodseeker
475,Ember Spirit,Mirana,Witch Doctor,Spectre,Dark Seer,Queen of Pain,Keeper of the Light,Earth Spirit,Death Prophet,Lone Druid
476,Queen of Pain,Earthshaker,Witch Doctor,Necrophos,Faceless Void,Grimstroke,Pangolier,Nature's Prophet,Weaver,Invoker
477,Queen of Pain,Rubick,Treant Protector,Morphling,Timbersaw,Shadow Demon,Lone Druid,Abaddon,Mars,Mirana
478,Shadow Demon,Centaur Warrunner,Vengeful Spirit,Lone Druid,Storm Spirit,Phoenix,Axe,Bane,Phantom Lancer,Kunkka
479,Ember Spirit,Grimstroke,Treant Protector,Lycan,Pugna,Bane,Necrophos,Rubick,Luna,Tidehunter
480,Snapfire,Queen of Pain,Tusk,Enigma,Ursa,Phoenix,Rubick,Abaddon,Vengeful Spirit,Shadow Fiend
481,Treant Protector,Snapfire,Gyrocopter,Queen of Pain,Bane,Axe,Phoenix,Grimstroke,Void Spirit,Broodmother
482,Chen,Keeper of the Light,Storm Spirit,Tusk,Bristleback,Ember Spirit,Enchantress,Earthshaker,Visage,Batrider
483,Grimstroke,Monkey King,Rubick,Centaur Warrunner,Lone Druid,Dragon Knight,Shadow Demon,Vengeful Spirit,Nature's Prophet,Shadow Fiend
484,Rubick,Mars,Jakiro,Storm Spirit,Troll Warlord,Vengeful Spirit,Earthshaker,Luna,Necrophos,Templar Assassin
485,Phoenix,Axe,Vengeful Spirit,Queen of Pain,Luna,Ogre Magi,Pangolier,Enigma,Morphling,Invoker
486,Grimstroke,Weaver,Dragon Knight,Earthshaker,Riki,Nature's Prophet,Tusk,Rubick,Luna,Centaur Warrunner
487,Mars,Keeper of the Light,Dark Willow,Spectre,Storm Spirit,Tusk,Windranger,Rubick,Lone Druid,Dragon Knight
488,Shadow Demon,Dragon Knight,Rubick,Lone Druid,Queen of Pain,Ember Spirit,Centaur Warrunner,Jakiro,Skywrath Mage,Lycan
489,Ember Spirit,Oracle,Earthshaker,Necrophos,Batrider,Keeper of the Light,Bristleback,Windranger,Centaur Warrunner,Queen of Pain
490,Grimstroke,Pangolier,Weaver,Slark,Monkey King,Mars,Phoenix,Rubick,Void Spirit,Lycan
491,Ember Spirit,Witch Doctor,Pugna,Centaur Warrunner,Shadow Fiend,Grimstroke,Mars,Dark Willow,Void Spirit,Broodmother
492,Keeper of the Light,Dragon Knight,Dark Willow,Riki,Enchantress,Ember Spirit,Grimstroke,Monkey King,Earth Spirit,Batrider
493,Keeper of the Light,Grimstroke,Dragon Knight,Troll Warlord,Batrider,Ember Spirit,Lich,Clockwerk,Necrophos,Pugna
494,Keeper of the Light,Earthshaker,Void Spirit,Razor,Faceless Void,Oracle,Ember Spirit,Dark Willow,Troll Warlord,Slardar
495,Vengeful Spirit,Pangolier,Chen,Spectre,Batrider,Nature's Prophet,Shadow Demon,Winter Wyvern,Timbersaw,Viper
496,Enchantress,Beastmaster,Rubick,Spectre,Viper,Techies,Axe,Winter Wyvern,Phantom Lancer,Pugna
497,Rubick,Void Spirit,Bane,Pangolier,Gyrocopter,Earthshaker,Enchantress,Ogre Magi,Visage,Morphling
498,Keeper of the Light,Ember Spirit,Nature's Prophet,Grimstroke,Underlord,Pangolier,Disruptor,Abaddon,Dragon Knight,Ursa
499,Rubick,Batrider,Wraith King,Beastmaster,Templar Assassin,Grimstroke,Mars,Faceless Void,Lion,Huskar
500,Earthshaker,Weaver,Beastmaster,Bristleback,Morphling,Ember Spirit,Phoenix,Rubick,Dragon Knight,Storm Spirit
501,Phoenix,Beastmaster,Grimstroke,Broodmother,Bloodseeker,Nature's Prophet,Ogre Magi,Mirana,Luna,Templar Assassin
502,Queen of Pain,Bane,Grimstroke,Mars,Chaos Knight,Shadow Demon,Nature's Prophet,Centaur Warrunner,Disruptor,Lycan
503,Ember Spirit,Grimstroke,Earthshaker,Batrider,Queen of Pain,Lycan,Keeper of the Light,Rubick,Beastmaster,Puck
504,Void Spirit,Keeper of the Light,Pangolier,Enigma,Ursa,Oracle,Death Prophet,Phoenix,Beastmaster,Alchemist
505,Axe,Grimstroke,Monkey King,Lion,Morphling,Oracle,Ember Spirit,Pugna,Beastmaster,Necrophos
506,Pangolier,Chen,Juggernaut,Meepo,Beastmaster,Grimstroke,Mars,Phoenix,Faceless Void,Monkey King
507,Ogre Magi,Spectre,Abaddon,Death Prophet,Kunkka,Grimstroke,Batrider,Pangolier,Slark,Lina
508,Grimstroke,Necrophos,Pangolier,Void Spirit,Wraith King,Nature's Prophet,Spectre,Ancient Apparition,Earthshaker,Invoker
509,Treant Protector,Phoenix,Dragon Knight,Axe,Templar Assassin,Nature's Prophet,Weaver,Witch Doctor,Spectre,Pangolier
510,Shadow Demon,Mars,Mirana,Lycan,Beastmaster,Void Spirit,Treant Protector,Phoenix,Riki,Kunkka
511,Nature's Prophet,Bounty Hunter,Grimstroke,Lycan,Underlord,Shadow Demon,Mars,Crystal Maiden,Naga Siren,Storm Spirit
512,Keeper of the Light,Bristleback,Rubick,Ancient Apparition,Pangolier,Weaver,Ogre Magi,Gyrocopter,Necrophos,Templar Assassin
513,Phoenix,Dragon Knight,Enchantress,Beastmaster,Kunkka,Treant Protector,Ogre Magi,Nature's Prophet,Gyrocopter,Legion Commander
514,Death Prophet,Treant Protector,Warlock,Naga Siren,Enigma,Ancient Apparition,Void Spirit,Witch Doctor,Riki,Leshrac
515,Death Prophet,Earth Spirit,Batrider,Lycan,Zeus,Shadow Demon,Pangolier,Disruptor,Queen of Pain,Phantom Lancer
516,Keeper of the Light,Bristleback,Phoenix,Axe,Storm Spirit,Pangolier,Ember Spirit,Ogre Magi,Necrophos,Riki
517,Nature's Prophet,Tusk,Ancient Apparition,Pugna,Earthshaker,Keeper of the Light,Troll Warlord,Earth Spirit,Weaver,Dark Seer
518,Pangolier,Ancient Apparition,Dark Seer,Wraith King,Sniper,Shadow Demon,Death Prophet,Treant Protector,Juggernaut,Beastmaster
519,Pugna,Pangolier,Beastmaster,Troll Warlord,Kunkka,Grimstroke,Treant Protector,Nature's Prophet,Legion Commander,Luna
520,Phoenix,Faceless Void,Grimstroke,Timbersaw,Kunkka,Batrider,Weaver,Centaur Warrunner,Nature's Prophet,Templar Assassin
521,Enchantress,Nyx Assassin,Storm Spirit,Phantom Lancer,Underlord,Batrider,Ember Spirit,Clockwerk,Visage,Necrophos
522,Keeper of the Light,Ember Spirit,Grimstroke,Visage,Storm Spirit,Enchantress,Earthshaker,Necrophos,Broodmother,Bloodseeker
523,Earth Spirit,Ancient Apparition,Tidehunter,Dragon Knight,Chaos Knight,Io,Lycan,Queen of Pain,Slark,Chen
524,Treant Protector,Death Prophet,Witch Doctor,Winter Wyvern,Troll Warlord,Io,Nature's Prophet,Grimstroke,Anti-Mage,Phoenix
525,Phoenix,Beastmaster,Grimstroke,Riki,Tiny,Enchantress,Mirana,Kunkka,Luna,Invoker
526,Nature's Prophet,Tusk,Jakiro,Morphling,Timbersaw,Grimstroke,Dragon Knight,Shadow Demon,Beastmaster,Monkey King
527,Grimstroke,Riki,Earthshaker,Enigma,Timbersaw,Io,Beastmaster,Treant Protector,Tiny,Silencer
528,Tusk,Gyrocopter,Batrider,Mars,Shadow Fiend,Nature's Prophet,Enchantress,Earth Spirit,Morphling,Void Spirit
529,Nature's Prophet,Shadow Demon,Grimstroke,Dragon Knight,Riki,Io,Gyrocopter,Enchantress,Beastmaster,Viper
530,Chen,Undying,Clockwerk,Riki,Necrophos,Tusk,Weaver,Crystal Maiden,Morphling,Visage
531,Keeper of the Light,Weaver,Ogre Magi,Pugna,Dragon Knight,Shadow Demon,Phoenix,Morphling,Enigma,Kunkka
532,Dragon Knight,Rubick,Grimstroke,Juggernaut,Void Spirit,Phoenix,Bane,Mars,Nature's Prophet,Huskar
533,Ancient Apparition,Void Spirit,Grimstroke,Abaddon,Morphling,Ember Spirit,Lich,Tusk,Weaver,Ursa
534,Nyx Assassin,Void Spirit,Weaver,Doom,Troll Warlord,Keeper of the Light,Ember Spirit,Rubick,Ursa,Slardar
535,Chen,Batrider,Clockwerk,Terrorblade,Axe,Pangolier,Void Spirit,Nyx Assassin,Weaver,Phantom Lancer
536,Bristleback,Keeper of the Light,Earthshaker,Monkey King,Shadow Fiend,Chen,Phantom Lancer,Nyx Assassin,Batrider,Necrophos
537,Witch Doctor,Dark Willow,Mars,Phantom Lancer,Storm Spirit,Nature's Prophet,Grimstroke,Nyx Assassin,Spectre,Pangolier
538,Death Prophet,Dark Willow,Mars,Anti-Mage,Batrider,Ancient Apparition,Void Spirit,Clockwerk,Sand King,Phantom Assassin
539,Ember Spirit,Ancient Apparition,Centaur Warrunner,Phantom Lancer,Puck,Morphling,Oracle,Dark Willow,Mars,Sven
540,Dragon Knight,Phoenix,Jakiro,Nature's Prophet,Gyrocopter,Death Prophet,Treant Protector,Mirana,Luna,Morphling
541,Chen,Queen of Pain,Disruptor,Anti-Mage,Void Spirit,Death Prophet,Ancient Apparition,Nyx Assassin,Kunkka,Lycan
542,Grimstroke,Mars,Winter Wyvern,Phantom Lancer,Timbersaw,Death Prophet,Chen,Tiny,Ember Spirit,Kunkka
543,Witch Doctor,Ember Spirit,Pangolier,Abaddon,Phantom Lancer,Beastmaster,Dark Willow,Bane,Slark,Storm Spirit
544,Crystal Maiden,Beastmaster,Phoenix,Morphling,Troll Warlord,Enchantress,Kunkka,Mirana,Puck,Luna
545,Grimstroke,Pangolier,Timbersaw,Morphling,Queen of Pain,Dragon Knight,Oracle,Mirana,Death Prophet,Luna
546,Dragon Knight,Queen of Pain,Witch Doctor,Nyx Assassin,Lifestealer,Rubick,Grimstroke,Pangolier,Kunkka,Phantom Lancer
547,Ember Spirit,Keeper of the Light,Dark Willow,Templar Assassin,Legion Commander,Nyx Assassin,Queen of Pain,Phoenix,Mars,Morphling
548,Phoenix,Dragon Knight,Jakiro,Lycan,Timbersaw,Queen of Pain,Keeper of the Light,Tusk,Juggernaut,Kunkka
549,Enchantress,Dark Willow,Timbersaw,Riki,Alchemist,Dragon Knight,Rubick,Oracle,Storm Spirit,Morphling
550,Keeper of the Light,Ember Spirit,Timbersaw,Rubick,Riki,Nature's Prophet,Oracle,Nyx Assassin,Morphling,Monkey King
551,Phoenix,Pangolier,Clockwerk,Morphling,Troll Warlord,Shadow Demon,Bane,Centaur Warrunner,Spectre,Invoker
552,Dragon Knight,Grimstroke,Rubick,Nature's Prophet,Anti-Mage,Ember Spirit,Earthshaker,Witch Doctor,Spectre,Venomancer
553,Dragon Knight,Oracle,Phantom Lancer,Death Prophet,Weaver,Enchantress,Beastmaster,Pangolier,Leshrac,Gyrocopter
554,Ember Spirit,Shadow Demon,Clockwerk,Templar Assassin,Underlord,Dragon Knight,Oracle,Enigma,Pangolier,Viper
555,Ember Spirit,Grimstroke,Sniper,Axe,Troll Warlord,Chen,Beastmaster,Earthshaker,Queen of Pain,Phantom Assassin
556,Nature's Prophet,Batrider,Dark Willow,Slark,Axe,Mars,Grimstroke,Witch Doctor,Storm Spirit,Spectre
557,Grimstroke,Batrider,Nyx Assassin,Naga Siren,Void Spirit,Mars,Dark Willow,Witch Doctor,Morphling,Queen of Pain
558,Pangolier,Rubick,Bane,Slark,Templar Assassin,Necrophos,Dragon Knight,Sniper,Queen of Pain,Clockwerk
559,Rubick,Winter Wyvern,Storm Spirit,Bloodseeker,Abaddon,Enchantress,Beastmaster,Sniper,Puck,Wraith King
560,Dragon Knight,Rubick,Enchantress,Morphling,Monkey King,Ember Spirit,Keeper of the Light,Witch Doctor,Templar Assassin,Legion Commander
561,Rubick,Bane,Mars,Dragon Knight,Phantom Lancer,Shadow Demon,Treant Protector,Clinkz,Queen of Pain,Pangolier
562,Timbersaw,Oracle,Earthshaker,Morphling,Monkey King,Ember Spirit,Grimstroke,Sniper,Faceless Void,Mars
563,Dragon Knight,Grimstroke,Sniper,Riki,Storm Spirit,Nature's Prophet,Dark Willow,Bane,Timbersaw,Bloodseeker
564,Queen of Pain,Tusk,Jakiro,Void Spirit,Phantom Lancer,Nature's Prophet,Earthshaker,Bane,Templar Assassin,Underlord
565,Ember Spirit,Grimstroke,Dark Willow,Morphling,Pangolier,Keeper of the Light,Void Spirit,Earthshaker,Death Prophet,Slark
566,Enchantress,Beastmaster,Rubick,Morphling,Invoker,Grimstroke,Troll Warlord,Void Spirit,Queen of Pain,Ancient Apparition
567,Ember Spirit,Enchantress,Rubick,Queen of Pain,Underlord,Vengeful Spirit,Beastmaster,Luna,Earthshaker,Necrophos
568,Pangolier,Rubick,Grimstroke,Weaver,Templar Assassin,Shadow Demon,Beastmaster,Vengeful Spirit,Bloodseeker,Morphling
569,Timbersaw,Disruptor,Earthshaker,Kunkka,Naga Siren,Queen of Pain,Enchantress,Clockwerk,Beastmaster,Luna
570,Nature's Prophet,Enchantress,Grimstroke,Dragon Knight,Riki,Ember Spirit,Keeper of the Light,Snapfire,Bounty Hunter,Monkey King
571,Grimstroke,Weaver,Tusk,Underlord,Queen of Pain,Oracle,Rubick,Centaur Warrunner,Ursa,Death Prophet
572,Ember Spirit,Grimstroke,Nyx Assassin,Necrophos,Phantom Lancer,Treant Protector,Bristleback,Rubick,Venomancer,Lycan
573,Shadow Demon,Jakiro,Underlord,Queen of Pain,Faceless Void,Weaver,Tusk,Pangolier,Rubick,Alchemist
574,Snapfire,Disruptor,Centaur Warrunner,Phantom Assassin,Invoker,Keeper of the Light,Pangolier,Sniper,Monkey King,Terrorblade
575,Timbersaw,Mirana,Ember Spirit,Disruptor,Troll Warlord,Jakiro,Spirit Breaker,Storm Spirit,Beastmaster,Monkey King
576,Phoenix,Centaur Warrunner,Spirit Breaker,Phantom Assassin,Razor,Nature's Prophet,Mirana,Oracle,Troll Warlord,Underlord
577,Grimstroke,Weaver,Dark Willow,Riki,Kunkka,Ember Spirit,Rubick,Nyx Assassin,Lycan,Slardar
578,Timbersaw,Grimstroke,Earthshaker,Shadow Fiend,Lycan,Nyx Assassin,Ember Spirit,Ancient Apparition,Necrophos,Tidehunter
579,Weaver,Grimstroke,Pangolier,Pugna,Outworld Devourer,Tusk,Rubick,Bloodseeker,Morphling,Underlord
580,Keeper of the Light,Pangolier,Rubick,Spectre,Kunkka,Tusk,Weaver,Dark Willow,Shadow Fiend,Underlord
581,Tusk,Beastmaster,Rubick,Riki,Slark,Dragon Knight,Jakiro,Shadow Demon,Phantom Lancer,Batrider
582,Mirana,Ogre Magi,Luna,Legion Commander,Void Spirit,Ursa,Tiny,Grimstroke,Dazzle,Pangolier
583,Mirana,Ogre Magi,Luna,Ember Spirit,Brewmaster,Treant Protector,Tiny,Pugna,Ursa,Earth Spirit
584,Batrider,Vengeful Spirit,Necrophos,Clockwerk,Nature's Prophet,Legion Commander,Mirana,Ogre Magi,Luna,Queen of Pain
585,Skywrath Mage,Ember Spirit,Underlord,Phoenix,Faceless Void,Winter Wyvern,Lycan,Clockwerk,Queen of Pain,Death Prophet
586,Queen of Pain,Tusk,Witch Doctor,Juggernaut,Void Spirit,Dragon Knight,Ogre Magi,Brewmaster,Skywrath Mage,Riki
587,Chen,Kunkka,Tusk,Nature's Prophet,Phantom Assassin,Beastmaster,Mirana,Witch Doctor,Sven,Windranger
588,Winter Wyvern,Kunkka,Pangolier,Spectre,Skywrath Mage,Beastmaster,Death Prophet,Ember Spirit,Grimstroke,Tiny
589,Rubick,Death Prophet,Lich,Anti-Mage,Centaur Warrunner,Earthshaker,Phoenix,Morphling,Venomancer,Treant Protector
590,Earthshaker,Death Prophet,Shadow Demon,Phantom Lancer,Nature's Prophet,Rubick,Tidehunter,Faceless Void,Ancient Apparition,Storm Spirit
591,Batrider,Dragon Knight,Witch Doctor,Spectre,Pangolier,Earthshaker,Phantom Lancer,Enchantress,Shadow Fiend,Phoenix
592,Viper,Ogre Magi,Rubick,Tidehunter,Anti-Mage,Oracle,Death Prophet,Clockwerk,Razor,Puck
593,Chen,Ember Spirit,Clockwerk,Legion Commander,Gyrocopter,Earthshaker,Void Spirit,Oracle,Troll Warlord,Necrophos
594,Centaur Warrunner,Lich,Shadow Demon,Ember Spirit,Slark,Bounty Hunter,Rubick,Bristleback,Oracle,Huskar
595,Void Spirit,Nature's Prophet,Oracle,Mars,Elder Titan,Pangolier,Pugna,Jakiro,Meepo,Wraith King
596,Pangolier,Enchantress,Winter Wyvern,Nature's Prophet,Luna,Grimstroke,Beastmaster,Death Prophet,Weaver,Kunkka
597,Grimstroke,Ember Spirit,Clockwerk,Batrider,Naga Siren,Pugna,Dragon Knight,Disruptor,Beastmaster,Faceless Void
598,Pangolier,Grimstroke,Ember Spirit,Void Spirit,Medusa,Luna,Earthshaker,Skywrath Mage,Oracle,Death Prophet
599,Keeper of the Light,Rubick,Centaur Warrunner,Death Prophet,Alchemist,Pangolier,Snapfire,Chen,Broodmother,Ursa
600,Ember Spirit,Chen,Grimstroke,Dragon Knight,Mars,Keeper of the Light,Pangolier,Rubick,Troll Warlord,Death Prophet
601,Keeper of the Light,Bristleback,Tusk,Monkey King,Sven,Lycan,Chen,Timbersaw,Earthshaker,Storm Spirit
602,Witch Doctor,Queen of Pain,Ember Spirit,Terrorblade,Legion Commander,Vengeful Spirit,Clockwerk,Nature's Prophet,Nyx Assassin,Zeus
603,Death Prophet,Clockwerk,Enigma,Void Spirit,Spectre,Witch Doctor,Luna,Pangolier,Ember Spirit,Rubick
604,Vengeful Spirit,Chen,Phoenix,Mars,Abaddon,Enchantress,Lycan,Pangolier,Batrider,Gyrocopter
605,Keeper of the Light,Tusk,Bristleback,Necrophos,Dark Seer,Beastmaster,Jakiro,Mirana,Luna,Visage
606,Rubick,Monkey King,Abaddon,Snapfire,Centaur Warrunner,Ember Spirit,Keeper of the Light,Batrider,Death Prophet,Ursa
607,Earthshaker,Pangolier,Skywrath Mage,Monkey King,Magnus,Nature's Prophet,Void Spirit,Doom,Witch Doctor,Troll Warlord
608,Chen,Pangolier,Tusk,Troll Warlord,Puck,Clinkz,Void Spirit,Nature's Prophet,Bloodseeker,Templar Assassin
609,Queen of Pain,Witch Doctor,Troll Warlord,Tidehunter,Earth Spirit,Puck,Jakiro,Lycan,Dark Willow,Razor
610,Queen of Pain,Luna,Vengeful Spirit,Timbersaw,Tiny,Kunkka,Chen,Earthshaker,Spectre,Dark Seer
611,Necrophos,Bane,Clinkz,Storm Spirit,Ursa,Witch Doctor,Shadow Demon,Void Spirit,Anti-Mage,Sand King
612,Ember Spirit,Rubick,Sand King,Omniknight,Phantom Assassin,Viper,Earthshaker,Puck,Troll Warlord,Treant Protector
613,Enchantress,Kunkka,Earthshaker,Necrophos,Abaddon,Beastmaster,Witch Doctor,Ember Spirit,Dark Willow,Death Prophet
614,Nature's Prophet,Oracle,Clockwerk,Templar Assassin,Underlord,Queen of Pain,Beastmaster,Winter Wyvern,Spectre,Mirana
615,Enchantress,Kunkka,Sniper,Morphling,Batrider,Beastmaster,Witch Doctor,Tusk,Ember Spirit,Phantom Lancer
616,Queen of Pain,Clinkz,Witch Doctor,Troll Warlord,Sand King,Beastmaster,Chen,Windranger,Storm Spirit,Riki
617,Dragon Knight,Oracle,Rubick,Templar Assassin,Lycan,Witch Doctor,Luna,Earthshaker,Necrophos,Kunkka
618,Ember Spirit,Lycan,Rubick,Ancient Apparition,Wraith King,Death Prophet,Clinkz,Kunkka,Puck,Lone Druid
619,Chen,Timbersaw,Grimstroke,Storm Spirit,Riki,Clinkz,Kunkka,Bane,Monkey King,Puck
620,Naga Siren,Jakiro,Clinkz,Legion Commander,Void Spirit,Beastmaster,Keeper of the Light,Clockwerk,Storm Spirit,Troll Warlord
621,Nature's Prophet,Clockwerk,Shadow Demon,Enigma,Riki,Dragon Knight,Sniper,Chen,Legion Commander,Templar Assassin
622,Clinkz,Lycan,Shadow Demon,Ember Spirit,Viper,Clockwerk,Death Prophet,Keeper of the Light,Bristleback,Broodmother
623,Chen,Clockwerk,Mirana,Naga Siren,Razor,Death Prophet,Earthshaker,Enchantress,Kunkka,Phantom Lancer
624,Nature's Prophet,Rubick,Bane,Storm Spirit,Ursa,Ember Spirit,Jakiro,Sniper,Legion Commander,Chaos Knight
625,Beastmaster,Chen,Shadow Demon,Ember Spirit,Tinker,Enchantress,Timbersaw,Sniper,Kunkka,Chaos Knight
626,Shadow Demon,Monkey King,Snapfire,Void Spirit,Wraith King,Dragon Knight,Sniper,Clockwerk,Enigma,Storm Spirit
627,Queen of Pain,Beastmaster,Bane,Templar Assassin,Bristleback,Puck,Earthshaker,Winter Wyvern,Weaver,Venomancer
628,Grimstroke,Legion Commander,Skywrath Mage,Bloodseeker,Templar Assassin,Keeper of the Light,Bristleback,Rubick,Gyrocopter,Dazzle
629,Grimstroke,Lycan,Oracle,Lifestealer,Puck,Earthshaker,Queen of Pain,Mars,Keeper of the Light,Bristleback
630,Grimstroke,Ember Spirit,Tusk,Nature's Prophet,Spectre,Dragon Knight,Oracle,Sniper,Morphling,Legion Commander
631,Void Spirit,Abaddon,Sniper,Death Prophet,Morphling,Dragon Knight,Batrider,Earthshaker,Witch Doctor,Anti-Mage
632,Nature's Prophet,Shadow Demon,Axe,Grimstroke,Riki,Keeper of the Light,Queen of Pain,Clockwerk,Legion Commander,Alchemist
633,Rubick,Invoker,Ancient Apparition,Death Prophet,Juggernaut,Queen of Pain,Earthshaker,Enchantress,Kunkka,Phantom Lancer
634,Ember Spirit,Grimstroke,Rubick,Lycan,Night Stalker,Void Spirit,Ancient Apparition,Invoker,Earth Spirit,Troll Warlord
635,Batrider,Grimstroke,Earthshaker,Queen of Pain,Spectre,Keeper of the Light,Void Spirit,Clinkz,Faceless Void,Mars
636,Tusk,Death Prophet,Disruptor,Dragon Knight,Anti-Mage,Grimstroke,Queen of Pain,Earthshaker,Batrider,Morphling
637,Shadow Demon,Enchantress,Monkey King,Mars,Kunkka,Phoenix,Centaur Warrunner,Witch Doctor,Storm Spirit,Juggernaut
638,Rubick,Mars,Vengeful Spirit,Dragon Knight,Templar Assassin,Centaur Warrunner,Oracle,Dark Willow,Queen of Pain,Riki
639,Nyx Assassin,Phoenix,Dragon Knight,Mars,Phantom Assassin,Keeper of the Light,Beastmaster,Rubick,Gyrocopter,Kunkka
640,Enigma,Witch Doctor,Sand King,Templar Assassin,Clinkz,Nature's Prophet,Rubick,Bane,Centaur Warrunner,Spectre
641,Jakiro,Weaver,Dragon Knight,Storm Spirit,Faceless Void,Keeper of the Light,Pangolier,Dark Willow,Batrider,Alchemist
642,Ember Spirit,Lich,Earthshaker,Nature's Prophet,Phantom Lancer,Tusk,Clinkz,Brewmaster,Shadow Demon,Leshrac
643,Chen,Timbersaw,Void Spirit,Broodmother,Bloodseeker,Mirana,Pangolier,Grimstroke,Ursa,Storm Spirit
644,Void Spirit,Pugna,Mars,Templar Assassin,Batrider,Grimstroke,Clockwerk,Shadow Fiend,Riki,Abaddon
645,Void Spirit,Grimstroke,Doom,Troll Warlord,Legion Commander,Beastmaster,Rubick,Witch Doctor,Lycan,Queen of Pain
646,Undying,Gyrocopter,Disruptor,Tidehunter,Legion Commander,Beastmaster,Rubick,Grimstroke,Juggernaut,Queen of Pain
647,Chen,Queen of Pain,Gyrocopter,Winter Wyvern,Underlord,Mirana,Tusk,Dragon Knight,Centaur Warrunner,Ursa
648,Bounty Hunter,Grimstroke,Weaver,Dark Willow,Puck,Keeper of the Light,Beastmaster,Rubick,Storm Spirit,Bristleback
649,Chen,Dragon Knight,Shadow Demon,Invoker,Pangolier,Mirana,Axe,Ogre Magi,Leshrac,Queen of Pain
650,Phoenix,Earthshaker,Lich,Faceless Void,Kunkka,Pugna,Ember Spirit,Legion Commander,Weaver,Wraith King
651,Bristleback,Weaver,Void Spirit,Legion Commander,Puck,Mars,Chen,Nyx Assassin,Invoker,Dragon Knight
652,Pugna,Dragon Knight,Grimstroke,Lycan,Brewmaster,Ember Spirit,Nature's Prophet,Oracle,Necrophos,Magnus
653,Grimstroke,Nyx Assassin,Nature's Prophet,Void Spirit,Faceless Void,Ember Spirit,Pugna,Mars,Invoker,Naga Siren
654,Pugna,Rubick,Centaur Warrunner,Shadow Demon,Gyrocopter,Pangolier,Tusk,Oracle,Death Prophet,Lycan
655,Pugna,Gyrocopter,Winter Wyvern,Queen of Pain,Sand King,Tusk,Beastmaster,Grimstroke,Storm Spirit,Juggernaut
656,Chen,Beastmaster,Pugna,Ember Spirit,Slark,Io,Gyrocopter,Pangolier,Kunkka,Underlord
657,Chen,Pangolier,Phoenix,Earth Spirit,Riki,Io,Gyrocopter,Beastmaster,Winter Wyvern,Ember Spirit
658,Keeper of the Light,Ursa,Earthshaker,Phoenix,Shadow Fiend,Io,Tusk,Void Spirit,Gyrocopter,Lina
659,Dazzle,Tusk,Queen of Pain,Lion,Dragon Knight,Pangolier,Phoenix,Puck,Phantom Assassin,Brewmaster
660,Queen of Pain,Enchantress,Earthshaker,Spectre,Doom,Grimstroke,Tiny,Puck,Bloodseeker,Dazzle
